"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"866",641755,"Tyler Kinley","866","100.0","0.238","0.122","0.288","0.359","0.321","0.324","0.238","43","181","87.6","14.8","2421","91.2","89.18","120","406","457","-2.0","5.00","108","153","117","148","302","326","298"
"865",455119,"Chris Martin","865","100.0","0.249","0.163","0.314","0.411","0.285","0.291","0.249","52","209","88.7","8.2","2208","93.3","93.63","123","470","395","0.3","6.38","110","152","114","149","298","324","301"
"865",661255,"Yoan Lopez","865","100.0","0.232","0.214","0.234","0.446","0.302","0.370","0.304","52","224","91.6","11.5","2236","91.4","91.76","88","415","449","0.4","6.36","112","153","118","151","304","329","303"
"863",650644,"Aaron Civale","863","100.0","0.216","0.152","0.252","0.368","0.272","0.278","0.237","44","204","86.6","15.0","2501","87.5","86.42","83","390","470","-1.1","5.46","111","153","116","152","292","317","290"
"863",571946,"Shelby Miller","863","100.0","0.317","0.180","0.336","0.497","0.387","0.375","0.280","58","183","89.6","13.7","2312","90.3","90.46","72","386","474","0.2","6.40","107","150","112","148","295","320","302"
"861",594965,"Daniel Ponce de Leon","861","100.0","0.207","0.144","0.256","0.351","0.290","0.290","0.210","36","174","87.9","14.7","2378","90.7","89.59","114","423","434","-1.1","5.58","113","152","109","149","295","319","297"
"855",445213,"Brandon Kintzler","855","100.0","0.215","0.144","0.255","0.359","0.268","0.286","0.236","45","209","89.1","8.1","2066","91.1","91.44","71","381","465","0.3","6.31","111","151","111","151","297","321","299"
"848",473879,"Sam Dyson","848","100.0","0.230","0.126","0.278","0.357","0.277","0.289","0.244","53","230","87.4","3.6","2395","91.6","89.86","77","417","423","-1.7","5.15","111","151","113","147","300","327","297"
"847",606273,"Roenis Elias","847","100.0","0.236","0.190","0.259","0.426","0.310","0.333","0.257","46","195","88.0","14.9","2400","89.6","87.66","110","411","431","-1.9","5.27","107","152","111","145","296","318","293"
"839",451584,"Wade Davis","839","100.0","0.291","0.183","0.349","0.474","0.378","0.359","0.269","51","175","89.4","14.9","2552","89.7","89.52","92","367","468","-0.2","5.80","115","152","115","147","311","334","310"
"837",663465,"Kolby Allard","837","100.0","0.281","0.108","0.327","0.389","0.325","0.333","0.290","52","185","87.9","9.7","2042","88.4","87.63","72","379","453","-0.8","5.72","105","152","115","147","294","324","298"
"837",519151,"Ryan Pressly","837","100.0","0.188","0.122","0.258","0.310","0.236","0.254","0.213","37","197","86.7","6.5","2880","89.6","88.55","153","425","412","-1.0","5.64","113","154","117","151","292","318","299"
"836",657031,"Josh Taylor","836","100.0","0.229","0.114","0.321","0.343","0.283","0.285","0.224","40","175","86.3","12.1","2307","91.8","92.33","136","411","423","0.5","6.47","111","151","117","148","285","321","291"
"834",605359,"Evan Marshall","834","100.0","0.228","0.125","0.266","0.353","0.292","0.302","0.235","42","184","86.2","9.5","2181","89.5","88.58","98","399","435","-0.9","5.64","109","149","113","147","293","320","295"
"832",504379,"Juan Nicasio","832","100.0","0.298","0.141","0.368","0.440","0.342","0.342","0.289","57","191","88.5","8.7","2003","90.4","89.96","85","402","419","-0.4","5.93","110","151","119","149","301","324","294"
"824",657571,"Caleb Ferguson","824","100.0","0.234","0.186","0.294","0.419","0.334","0.338","0.253","39","167","86.4","14.6","2465","90.5","89.90","94","399","417","-0.6","5.95","111","155","118","144","298","316","292"
"818",552640,"Andrew Kittredge","818","100.0","0.263","0.144","0.336","0.407","0.308","0.280","0.224","51","194","86.9","6.3","2398","92.0","92.17","135","429","385","0.2","6.32","108","159","118","149","297","327","299"
"818",572703,"Luke Bard","818","100.0","0.228","0.167","0.248","0.394","0.297","0.318","0.259","41","180","87.5","17.7","2760","89.6","89.09","106","374","439","-0.5","5.84","113","153","116","147","294","316","290"
"813",453265,"Tony Watson","813","100.0","0.264","0.175","0.290","0.439","0.324","0.325","0.265","56","212","86.8","11.0","2352","89.6","88.53","111","428","380","-1.1","5.76","107","149","113","146","301","328","298"
"810",571704,"Ken Giles","810","100.0","0.188","0.131","0.301","0.319","0.250","0.246","0.185","36","191","87.7","15.6","2284","91.7","90.00","164","410","400","-1.7","5.37","111","155","117","150","306","328","300"
"800",488748,"Ryan Buchter","800","100.0","0.251","0.204","0.304","0.455","0.337","0.349","0.270","42","167","87.0","20.4","2229","88.7","88.90","98","372","423","0.2","6.36","110","147","120","149","298","324","300"
"797",643256,"Adam Cimber","797","100.0","0.257","0.138","0.289","0.394","0.310","0.306","0.254","56","218","87.3","4.7","2144","82.0","81.74","82","404","387","-0.3","6.25","108","151","116","148","292","312","286"
"794",592473,"Adam Kolarek","794","100.0","0.229","0.148","0.259","0.376","0.284","0.288","0.244","48","210","87.0","-0.1","2140","87.4","86.86","93","379","409","-0.5","6.12","109","151","110","148","291","316","293"
"787",456696,"David Hernandez","787","100.0","0.306","0.231","0.397","0.538","0.380","0.318","0.256","53","173","88.1","19.1","2350","89.2","88.76","128","396","388","-0.4","5.93","114","152","116","144","295","316","290"
"784",622446,"Jefry Rodriguez","784","100.0","0.270","0.157","0.301","0.427","0.329","0.337","0.258","48","178","90.3","9.6","2273","90.2","90.79","69","369","413","0.6","6.57","112","153","115","148","286","309","288"
"779",592169,"Austin Brice","779","100.0","0.214","0.150","0.248","0.364","0.295","0.293","0.217","37","173","88.0","13.6","2508","87.8","85.96","96","360","412","-1.8","5.20","109","156","118","148","303","324","297"
"779",593372,"Carlos Martinez","779","100.0","0.220","0.068","0.301","0.288","0.265","0.289","0.228","39","177","86.3","6.8","2059","91.5","89.79","110","387","388","-1.7","5.20","110","150","110","148","298","323","299"
"777",657053,"Touki Toussaint","777","100.0","0.270","0.147","0.345","0.417","0.355","0.320","0.224","44","163","87.1","13.0","2110","87.4","88.18","96","323","444","0.8","6.58","109","151","114","150","307","325","294"
"772",598271,"Brian Johnson","772","100.0","0.315","0.220","0.359","0.536","0.392","0.341","0.262","53","168","88.1","13.1","2504","81.0","80.70","70","309","459","-0.3","6.14","109","151","117","148","290","320","290"
"770",642231,"Jimmy Yacabonis","770","100.0","0.307","0.247","0.336","0.554","0.403","0.386","0.289","51","166","90.7","15.6","2323","89.9","88.74","74","324","444","-1.2","5.59","105","154","118","146","306","329","300"
"768",518875,"Shawn Kelley","768","100.0","0.291","0.259","0.319","0.550","0.367","0.363","0.283","55","189","87.7","18.5","2414","86.2","86.15","95","404","361","-0.1","6.10","111","156","113","149","296","324","301"
"763",624133,"Ranger Suarez","763","100.0","0.278","0.139","0.326","0.417","0.314","0.300","0.264","52","187","86.3","4.3","1906","88.8","88.31","78","347","412","-0.5","5.92","107","151","118","148","298","321","291"
"762",542947,"Richard Bleier","762","100.0","0.295","0.177","0.317","0.473","0.337","0.287","0.257","65","220","88.7","1.7","1929","87.7","87.51","67","393","362","-0.2","6.11","106","151","112","146","299","324","298"
"759",606424,"Jarlin Garcia","759","100.0","0.216","0.103","0.250","0.319","0.261","0.308","0.247","40","185","87.5","11.3","2310","88.4","87.97","74","356","401","-0.4","6.02","105","154","115","148","302","325","297"
"753",614179,"Jose Ruiz","753","100.0","0.335","0.168","0.391","0.503","0.393","0.351","0.275","56","167","87.6","17.8","2261","93.0","92.26","91","376","374","-0.7","5.78","108","147","113","145","293","319","293"
"752",621056,"Hunter Wood","752","100.0","0.256","0.161","0.289","0.417","0.307","0.293","0.247","46","180","86.7","18.9","2411","89.9","89.24","102","375","376","-0.7","5.82","108","154","117","148","292","320","294"
"751",543883,"Nick Vincent","751","100.0","0.267","0.193","0.317","0.460","0.328","0.322","0.258","47","176","89.9","16.6","2346","88.1","87.40","91","378","366","-0.7","5.73","110","149","117","147","297","319","289"
"751",608371,"Lucas Sims","751","100.0","0.201","0.214","0.256","0.416","0.306","0.271","0.179","31","154","88.1","24.8","2764","88.2","86.97","120","352","396","-1.2","5.48","113","150","118","146","292","312","288"
"742",571670,"Dylan Floro","742","100.0","0.253","0.121","0.307","0.374","0.288","0.289","0.252","46","182","85.7","8.3","2219","91.8","91.80","98","380","357","0.0","6.20","112","154","116","146","296","315","294"
"738",542914,"Anthony Bass","738","100.0","0.179","0.125","0.207","0.304","0.243","0.305","0.245","30","168","87.3","5.3","1983","91.4","91.19","89","323","413","-0.2","6.04","108","154","113","147","297","319","291"
"737",467008,"Pedro Strop","737","100.0","0.217","0.191","0.276","0.408","0.318","0.301","0.202","33","152","89.3","8.9","2355","88.2","88.14","105","354","375","-0.1","6.05","116","151","113","154","295","321","298"
"732",596101,"Justin Shafer","732","100.0","0.265","0.219","0.318","0.484","0.359","0.314","0.232","41","155","88.0","18.4","2459","91.0","91.05","92","350","379","0.1","6.29","110","152","119","149","306","328","299"
"732",656970,"Devin Smeltzer","732","100.0","0.265","0.201","0.294","0.466","0.330","0.342","0.279","50","189","89.4","16.4","2343","84.2","83.47","75","362","367","-0.7","5.77","108","152","115","145","298","325","291"
"728",453385,"Clayton Richard","728","100.0","0.298","0.225","0.297","0.522","0.380","0.376","0.295","53","178","91.7","5.3","2198","87.4","86.18","50","339","383","-1.2","5.53","107","152","119","149","314","330","297"
"725",592165,"Brandon Brennan","725","100.0","0.201","0.154","0.235","0.355","0.275","0.287","0.219","34","169","87.9","5.3","1989","90.0","88.31","115","338","385","-1.7","5.30","106","149","110","145","296","319","295"
"724",573046,"Mike Morin","724","100.0","0.238","0.145","0.247","0.383","0.290","0.323","0.269","46","193","85.4","13.1","1829","82.9","83.42","84","386","330","0.5","6.52","110","152","115","149","297","322","291"
"723",658305,"Edgar Garcia","723","100.0","0.266","0.266","0.303","0.531","0.378","0.354","0.243","38","143","89.1","16.5","2318","90.5","89.96","100","312","411","-0.5","5.98","109","150","118","148","302","323","293"
"720",643493,"Austin Pruitt","720","100.0","0.266","0.186","0.301","0.452","0.318","0.302","0.258","47","177","86.9","5.2","2437","88.3","87.03","86","346","369","-1.3","5.40","109","161","117","149","292","326","302"
"718",592390,"Heath Hembree","718","100.0","0.224","0.230","0.273","0.454","0.326","0.316","0.217","34","152","89.0","26.6","2525","90.9","91.03","95","347","367","0.1","6.31","112","150","116","148","285","322","291"
"715",502327,"Hector Santiago","715","100.0","0.300","0.257","0.366","0.557","0.400","0.371","0.270","42","140","88.5","21.5","2088","88.3","87.31","89","318","397","-1.0","5.60","111","150","116","147","293","321","295"
"714",663776,"Patrick Sandoval","714","100.0","0.240","0.185","0.293","0.425","0.326","0.326","0.255","35","146","86.6","7.5","2014","87.5","86.54","102","311","401","-1.0","5.61","111","148","116","146","297","319","287"
"709",580792,"Nick Goody","709","100.0","0.201","0.188","0.245","0.389","0.295","0.253","0.178","30","149","85.3","27.3","2303","87.6","87.31","116","365","344","-0.3","5.92","110","152","117","150","290","312","289"
"708",607457,"Kyle Barraclough","708","100.0","0.273","0.245","0.319","0.518","0.375","0.392","0.282","38","139","89.6","12.6","2246","90.1","89.83","97","320","385","-0.3","6.04","110","149","111","147","304","317","297"
"708",571858,"Branden Kline","708","100.0","0.275","0.231","0.297","0.506","0.365","0.385","0.300","44","160","89.5","11.7","2160","92.2","92.07","77","316","390","-0.1","6.11","107","154","119","147","301","325","299"
"704",594840,"Matt Grace","704","100.0","0.319","0.241","0.340","0.560","0.384","0.379","0.313","61","191","90.2","6.4","1860","88.5","87.67","64","328","372","-0.8","5.66","113","151","114","148","299","314","298"
"696",594987,"Casey Sadler","696","100.0","0.236","0.126","0.259","0.362","0.286","0.295","0.247","41","174","87.2","8.3","2559","89.0","88.29","72","317","371","-0.7","5.77","114","160","120","147","294","319","294"
"696",607074,"Carlos Rodon","696","100.0","0.239","0.152","0.322","0.391","0.310","0.295","0.209","33","138","89.3","14.0","2203","87.8","86.56","91","319","375","-1.2","5.45","108","148","109","146","293","318","288"
"693",664062,"Tony Gonsolin","693","100.0","0.178","0.144","0.208","0.322","0.255","0.291","0.225","26","146","87.7","14.8","2377","89.6","88.89","87","324","366","-0.7","5.77","114","161","118","146","300","321","297"
"693",664353,"Jose Urquidy","693","100.0","0.241","0.165","0.286","0.405","0.289","0.292","0.233","38","158","85.5","15.8","2342","87.7","86.63","90","318","375","-1.1","5.64","112","157","122","148","290","322","299"
"693",656547,"Jonathan Holder","693","100.0","0.256","0.196","0.307","0.452","0.323","0.294","0.235","43","168","88.2","16.1","2360","88.0","87.94","88","343","347","-0.1","6.13","108","154","115","149","295","325","291"
"692",458677,"Justin Wilson","692","100.0","0.228","0.117","0.299","0.345","0.297","0.281","0.215","33","145","83.8","6.1","2418","92.1","91.54","87","340","348","-0.6","5.83","109","147","111","144","294","312","293"
"690",656257,"Jeff Brigham","690","100.0","0.248","0.200","0.283","0.448","0.322","0.333","0.262","36","145","88.0","18.9","2700","90.0","88.46","84","331","354","-1.5","5.49","108","154","118","147","301","322","298"
"689",543278,"Blaine Hardy","689","100.0","0.232","0.238","0.217","0.470","0.313","0.331","0.247","38","164","84.8","11.2","2081","81.6","80.85","72","330","358","-0.7","5.85","109","149","113","147","298","331","294"
"687",622505,"Victor Alcantara","687","100.0","0.276","0.209","0.280","0.485","0.352","0.376","0.297","45","163","90.5","7.6","2020","92.1","91.07","74","354","331","-1.0","5.71","109","149","113","147","296","329","292"
"686",543001,"Ryan Carpenter","686","100.0","0.339","0.289","0.338","0.628","0.421","0.384","0.319","61","180","90.4","13.2","2311","84.9","84.45","55","339","341","-0.5","5.94","108","149","114","147","301","330","291"
"684",608723,"Austin Voth","684","100.0","0.213","0.181","0.259","0.394","0.286","0.277","0.214","33","155","87.2","18.8","2342","88.8","88.54","94","326","353","-0.3","6.00","113","151","112","149","302","312","296"
"682",608678,"Dominic Leone","682","100.0","0.250","0.231","0.294","0.481","0.346","0.368","0.266","39","156","89.6","15.2","2366","90.9","90.91","101","332","347","0.0","6.17","113","151","114","149","299","324","300"
"681",650382,"Darwinzon Hernandez","681","100.0","0.231","0.111","0.441","0.342","0.329","0.263","0.159","27","117","85.7","8.9","2421","92.1","93.00","99","279","399","0.9","6.57","110","150","115","148","278","318","292"
"677",641541,"Jon Duplantier","677","100.0","0.283","0.109","0.359","0.391","0.341","0.352","0.273","39","138","88.4","12.1","2151","88.0","89.06","61","296","373","1.1","6.89","109","152","119","150","302","324","301"
"676",657277,"Logan Webb","676","100.0","0.278","0.177","0.333","0.456","0.340","0.355","0.301","44","158","88.7","7.3","2186","88.7","88.97","66","289","380","0.3","6.32","111","153","115","150","295","329","302"
"675",476451,"Jeremy Hellickson","675","100.0","0.294","0.231","0.311","0.525","0.379","0.385","0.302","47","160","86.0","15.3","2201","83.9","82.87","45","276","398","-1.0","5.62","113","151","114","147","300","316","297"
"674",543901,"Ryan Weber","674","100.0","0.284","0.178","0.319","0.462","0.337","0.306","0.261","48","169","87.5","7.7","2144","84.5","82.83","44","301","369","-1.7","5.30","112","151","118","150","286","322","291"
"673",656954,"Justus Sheffield","673","100.0","0.303","0.186","0.379","0.490","0.379","0.321","0.245","44","145","90.2","7.4","1982","88.9","87.65","92","306","363","-1.3","5.35","105","154","117","147","302","314","287"
